Ensembl Gene ID	Gene Symbol
ENSG00000123213	NLN
ENSG00000226525	-
ENSG00000224605	-
ENSG00000258482	-
ENSG00000087245	MMP2
ENSG00000277320	-
ENSG00000140450	ARRDC4
ENSG00000273244	-
ENSG00000276282	-
ENSG00000278160	-
ENSG00000228112	-
ENSG00000267628	-
ENSG00000239374	-
ENSG00000277972	CISD3
ENSG00000278993	-
ENSG00000110367	DDX6
ENSG00000255258	-
ENSG00000111880	RNGTT
ENSG00000258845	-
ENSG00000225133	-
ENSG00000175766	EIF4E1B
ENSG00000248564	-
ENSG00000224784	-
ENSG00000169136	ATF5
ENSG00000228069	-
ENSG00000101187	SLCO4A1
ENSG00000278636	-
ENSG00000205936	-
ENSG00000252550	-
ENSG00000105393	BABAM1
ENSG00000172824	CES4A
ENSG00000272664	-
ENSG00000196172	ZNF681
ENSG00000227447	-
ENSG00000267400	-
ENSG00000181631	P2RY13
ENSG00000080819	CPOX
ENSG00000214424	-
ENSG00000281751	-
ENSG00000230741	-
ENSG00000264944	-
ENSG00000278611	-
ENSG00000273314	-
ENSG00000267205	-
ENSG00000239776	-
ENSG00000250103	-
ENSG00000257735	-
ENSG00000199012	-
ENSG00000201431	-
ENSG00000232546	-
ENSG00000207279	-
ENSG00000105223	PLD3
ENSG00000259916	LOC100509620
ENSG00000248240	-
ENSG00000124608	AARS2
ENSG00000238773	-
ENSG00000122970	IFT81
ENSG00000154920	EME1
ENSG00000254795	-
ENSG00000135702	CHST5
ENSG00000177614	PGBD5
ENSG00000146938	NLGN4X
ENSG00000270458	-
ENSG00000105221	AKT2
ENSG00000206974	-
ENSG00000280710	-
ENSG00000100393	EP300
ENSG00000265135	-
ENSG00000229466	-
ENSG00000005249	PRKAR2B
ENSG00000213368	-
ENSG00000267959	-
ENSG00000169184	MN1
ENSG00000235369	-
ENSG00000165490	DDIAS
ENSG00000264750	-
ENSG00000223906	-
ENSG00000249539	-
ENSG00000270976	-
ENSG00000278874	-
ENSG00000281205	-
ENSG00000239615	-
ENSG00000267384	-
ENSG00000275027	-
ENSG00000226387	-
ENSG00000234913	-
ENSG00000237213	-
ENSG00000258996	-
ENSG00000004961	HCCS
ENSG00000221312	-
ENSG00000251354	-
ENSG00000230601	TEX48
ENSG00000265657	-
ENSG00000250202	-
ENSG00000149131	SERPING1
ENSG00000227016	-
ENSG00000014914	MTMR11
ENSG00000246223	-
ENSG00000222064	-
ENSG00000281458	-
ENSG00000237586	-
ENSG00000227107	-
ENSG00000213701	-
ENSG00000257060	-
ENSG00000215498	-
ENSG00000269575	-
ENSG00000204699	-
ENSG00000219770	-
ENSG00000234422	-
ENSG00000275868	-
ENSG00000180071	ANKRD18A
ENSG00000266804	-
ENSG00000253431	-
ENSG00000240905	-
ENSG00000170293	CMTM8
ENSG00000206680	-
ENSG00000120162	MOB3B
ENSG00000258136	-
ENSG00000255749	-
ENSG00000255283	-
ENSG00000157782	CABP1
ENSG00000212380	-
ENSG00000231887	PRH1
ENSG00000256346	-
ENSG00000219757	-
ENSG00000236913	-
ENSG00000136098	NEK3
ENSG00000130764	LRRC47
ENSG00000237174	-
ENSG00000251521	-
ENSG00000114125	RNF7
ENSG00000233419	-
ENSG00000239131	-
ENSG00000225311	-
ENSG00000229600	-
ENSG00000105607	GCDH
ENSG00000258358	-
ENSG00000012171	SEMA3B
ENSG00000213553	-
ENSG00000238660	-
ENSG00000250127	-
ENSG00000119986	AVPI1
ENSG00000227284	-
ENSG00000281646	-
ENSG00000028277	POU2F2
ENSG00000258747	-
ENSG00000181698	OR5T1
ENSG00000279929	-
ENSG00000223342	-
ENSG00000257726	-
ENSG00000251388	-
ENSG00000135446	CDK4
ENSG00000239862	-
ENSG00000272936	-
ENSG00000155636	RBM45
ENSG00000228741	-
ENSG00000130429	ARPC1B
ENSG00000185758	CLDN24
ENSG00000271317	-
ENSG00000278701	-
ENSG00000187733	AMY1C
ENSG00000270252	-
ENSG00000232764	-
ENSG00000185278	ZBTB37
ENSG00000249962	-
ENSG00000274274	GAGE13
ENSG00000255165	-
ENSG00000233328	-
ENSG00000247315	ZCCHC3
ENSG00000201882	-
ENSG00000094963	FMO2
ENSG00000136895	GARNL3
ENSG00000080986	NDC80
ENSG00000254550	OMP
ENSG00000229781	-
ENSG00000272540	-
ENSG00000249958	-
ENSG00000272908	-
ENSG00000159289	GOLGA6A
ENSG00000203909	DPPA5
ENSG00000219747	-
ENSG00000250842	-
ENSG00000250571	GLI4
ENSG00000249156	-
ENSG00000241464	-
ENSG00000058262	SEC61A1
ENSG00000162430	SELENON
ENSG00000157191	NECAP2
ENSG00000164647	STEAP1
ENSG00000236104	ZBTB22
ENSG00000267487	-
ENSG00000251039	-
ENSG00000221066	-
ENSG00000271771	-
ENSG00000260725	-
ENSG00000244661	-
ENSG00000266620	-
ENSG00000207116	-
ENSG00000229827	-
ENSG00000231027	-
ENSG00000211482	-
ENSG00000183631	PRR32
ENSG00000260483	-
ENSG00000196544	BORCS6
ENSG00000230469	-
ENSG00000275230	-
ENSG00000248528	-
ENSG00000162344	FGF19
ENSG00000105609	LILRB5
ENSG00000070495	JMJD6
ENSG00000265752	-
ENSG00000252872	-
ENSG00000257852	-
ENSG00000197019	SERTAD1
ENSG00000277711	-
ENSG00000171115	GIMAP8
ENSG00000280213	-
ENSG00000257021	-
ENSG00000243854	-
ENSG00000270757	HSPE1-MOB4
ENSG00000234041	-
ENSG00000005893	LAMP2
ENSG00000274156	-
ENSG00000253046	-
ENSG00000240376	-
ENSG00000252894	-
ENSG00000130985	UBA1
ENSG00000119630	PGF
ENSG00000278004	-
ENSG00000212475	-
ENSG00000131759	RARA
ENSG00000182974	-
ENSG00000227583	-
ENSG00000198018	ENTPD7
ENSG00000180318	ALX1
ENSG00000252719	-
ENSG00000212336	-
ENSG00000183674	-
ENSG00000232459	-
ENSG00000230528	-
ENSG00000227204	-
ENSG00000274748	-
ENSG00000099822	HCN2
ENSG00000257503	-
ENSG00000185432	METTL7A
ENSG00000226942	-
ENSG00000165272	AQP3
ENSG00000264871	-
ENSG00000222431	-
ENSG00000279003	-
ENSG00000207992	-
ENSG00000183054	RGPD6
ENSG00000280171	-
ENSG00000213174	-
ENSG00000220537	-
ENSG00000202368	-
ENSG00000203496	-
ENSG00000275640	-
ENSG00000241429	-
ENSG00000226770	-
ENSG00000207330	-
ENSG00000275337	-
ENSG00000153044	CENPH
ENSG00000207073	-
ENSG00000221000	-
ENSG00000274021	-
ENSG00000251451	-
ENSG00000188425	NANOS2
ENSG00000128250	RFPL1
ENSG00000261135	-
ENSG00000166147	FBN1
ENSG00000226091	-
ENSG00000218806	-
ENSG00000213857	-
ENSG00000277194	-
ENSG00000213994	-
ENSG00000252591	-
ENSG00000207099	-
ENSG00000186439	TRDN
ENSG00000108688	CCL7
ENSG00000180458	-
ENSG00000207063	-
ENSG00000248717	-
ENSG00000164485	IL22RA2
ENSG00000007952	NOX1
ENSG00000235861	-
ENSG00000171806	METTL18
ENSG00000279995	-
ENSG00000158286	RNF207
ENSG00000224418	-
ENSG00000279656	-
ENSG00000225876	-
ENSG00000102218	RP2
ENSG00000278419	-
ENSG00000279397	-
ENSG00000229241	-
ENSG00000166908	PIP4K2C
ENSG00000277095	-
ENSG00000272154	-
ENSG00000142409	ZNF787
ENSG00000255284	-
ENSG00000265260	-
ENSG00000243038	-
ENSG00000266478	-
ENSG00000249771	-
ENSG00000256394	ASIC5
ENSG00000215179	-
ENSG00000263809	-
ENSG00000235416	-
ENSG00000238902	-
ENSG00000215183	MSMP
ENSG00000112715	VEGFA
ENSG00000071054	MAP4K4
ENSG00000213700	-
ENSG00000179292	TMEM151A
ENSG00000225937	-
ENSG00000281887	GIMAP1-GIMAP5
ENSG00000249203	-
ENSG00000268009	SSX4
ENSG00000254675	-
ENSG00000233996	-
ENSG00000278122	-
ENSG00000248128	-
ENSG00000174473	GALNTL6
ENSG00000256149	-
ENSG00000274223	-
ENSG00000204505	PRAMEF9
ENSG00000250378	LOC107986453
ENSG00000170927	PKHD1
ENSG00000187144	SPATA21
ENSG00000215604	-
ENSG00000130962	PRRG1
ENSG00000207874	-
ENSG00000254661	-
ENSG00000266202	-
ENSG00000155016	CYP2U1
ENSG00000213170	-
ENSG00000170921	TANC2
ENSG00000206034	DEFB109B
ENSG00000100744	GSKIP
ENSG00000263932	-
ENSG00000245156	-
ENSG00000182162	P2RY8
ENSG00000223290	-
ENSG00000201253	-
ENSG00000269930	-
ENSG00000255331	-
ENSG00000278192	-
ENSG00000170468	RIOX1
ENSG00000233887	-
ENSG00000184761	-
ENSG00000214298	-
ENSG00000256637	-
ENSG00000235464	-
ENSG00000223705	-
ENSG00000118194	TNNT2
ENSG00000250599	-
ENSG00000132383	RPA1
ENSG00000258934	-
ENSG00000205791	-
ENSG00000280064	-
ENSG00000212266	-
ENSG00000264902	-
ENSG00000269099	-
ENSG00000272100	-
ENSG00000101883	RHOXF1
ENSG00000235949	-
ENSG00000111700	SLCO1B3
ENSG00000279973	-
ENSG00000274677	-
ENSG00000252823	-
ENSG00000107902	LHPP
ENSG00000267084	-
ENSG00000273819	-
ENSG00000261241	-
ENSG00000212034	-
ENSG00000125798	FOXA2
ENSG00000235955	-
ENSG00000244534	-
ENSG00000258897	-
ENSG00000236281	-
ENSG00000280280	-
ENSG00000266319	-
ENSG00000263581	-
ENSG00000163600	ICOS
ENSG00000273472	-
ENSG00000242613	-
ENSG00000252066	-
ENSG00000268439	-
ENSG00000163114	PDHA2
ENSG00000207585	-
ENSG00000274667	-
ENSG00000109881	CCDC34
ENSG00000262670	-
ENSG00000248719	-
ENSG00000263512	-
ENSG00000277971	-
ENSG00000241216	-
ENSG00000253556	-
ENSG00000236039	-
ENSG00000136518	ACTL6A
ENSG00000239920	-
ENSG00000249283	-
ENSG00000124399	-
ENSG00000279660	-
ENSG00000271737	-
ENSG00000168291	PDHB
ENSG00000162951	LRRTM1
ENSG00000243986	-
ENSG00000234745	HLA-B
ENSG00000231542	-
ENSG00000269242	-
ENSG00000207771	-
ENSG00000252962	-
ENSG00000201168	-
ENSG00000178814	OPLAH
ENSG00000234485	-
ENSG00000207404	-
ENSG00000164066	INTU
ENSG00000187013	LINC02875
ENSG00000077312	SNRPA
ENSG00000270499	-
ENSG00000268324	-
ENSG00000267185	-
ENSG00000214975	-
ENSG00000268996	-
ENSG00000257124	-
ENSG00000235414	-
ENSG00000277425	-
ENSG00000275113	GAGE12B
ENSG00000239775	-
ENSG00000240478	-
ENSG00000100099	HPS4
ENSG00000207719	-
ENSG00000274659	-
ENSG00000037757	MRI1
ENSG00000265589	-
ENSG00000172828	CES3
ENSG00000278842	-
ENSG00000273002	-
ENSG00000248208	-
ENSG00000257870	-
ENSG00000233686	-
ENSG00000249302	-
ENSG00000261481	-
ENSG00000207599	-
ENSG00000251544	-
ENSG00000267397	-
ENSG00000273381	-
ENSG00000211787	-
ENSG00000111291	GPRC5D
ENSG00000263788	-
ENSG00000216817	-
ENSG00000253837	-
ENSG00000207169	-
ENSG00000240027	-
ENSG00000150510	FAM124A
ENSG00000089356	FXYD3
ENSG00000163161	ERCC3
ENSG00000197054	ZNF763
ENSG00000114544	SLC41A3
ENSG00000267365	-
ENSG00000243832	-
ENSG00000177613	CSTF2T
ENSG00000205318	-
ENSG00000204779	FOXD4L5
ENSG00000199370	-
ENSG00000265373	-
ENSG00000189423	-
ENSG00000226837	-
ENSG00000205625	-
ENSG00000224312	-
ENSG00000106610	-
ENSG00000242246	-
ENSG00000266527	-
ENSG00000259065	-
ENSG00000236018	-
ENSG00000268635	-
ENSG00000115267	IFIH1
ENSG00000262402	-
ENSG00000269662	-
ENSG00000242834	-
ENSG00000008513	ST3GAL1
ENSG00000198182	ZNF607
ENSG00000188730	VWC2
ENSG00000258387	-
ENSG00000244461	-
ENSG00000242472	-
ENSG00000174482	LINGO2
ENSG00000227011	LINC02876
ENSG00000241149	-
ENSG00000200520	-
ENSG00000198104	OR2T6
ENSG00000232795	-
ENSG00000184434	LRRC19
ENSG00000232968	-
ENSG00000212538	-
ENSG00000278868	-
ENSG00000274316	-
ENSG00000239200	-
ENSG00000223929	-
ENSG00000264204	-
ENSG00000137055	PLAA
ENSG00000256742	-
ENSG00000265485	-
ENSG00000236256	-
ENSG00000171435	KSR2
ENSG00000253897	-
ENSG00000280371	-
ENSG00000103966	EHD4
ENSG00000233155	-
ENSG00000170290	SLN
ENSG00000253432	-
ENSG00000183578	TNFAIP8L3
ENSG00000237970	-
ENSG00000144406	UNC80
ENSG00000207759	-
ENSG00000166562	SEC11C
ENSG00000130283	-
ENSG00000211580	-
ENSG00000162909	CAPN2
ENSG00000172086	KRCC1
ENSG00000189306	RRP7A
ENSG00000210841	-
ENSG00000130363	RSPH3
ENSG00000242372	EIF6
ENSG00000271190	-
ENSG00000265222	-
ENSG00000269915	-
ENSG00000188656	-
ENSG00000211795	-
ENSG00000270306	-
ENSG00000204219	TCEA3
ENSG00000250451	-
ENSG00000232927	-
ENSG00000253497	-
ENSG00000206939	-
ENSG00000267286	-
ENSG00000199291	-
ENSG00000278929	-
ENSG00000173404	INSM1
ENSG00000250386	-
ENSG00000269792	-
ENSG00000234110	-
ENSG00000233932	CTXN2
ENSG00000265504	-
ENSG00000254165	-
ENSG00000122711	SPINK4
ENSG00000239861	-
ENSG00000231210	-
ENSG00000224107	ETDB
ENSG00000253719	ATXN7L3B
ENSG00000265093	-
ENSG00000201326	-
ENSG00000223935	-
ENSG00000228471	-
ENSG00000206925	-
ENSG00000232767	-
ENSG00000199285	-
ENSG00000265734	-
ENSG00000200090	-
ENSG00000127585	FBXL16
ENSG00000221634	-
ENSG00000171766	GATM
ENSG00000102910	LONP2
ENSG00000274855	-
ENSG00000104524	PYCR3
ENSG00000267522	-
ENSG00000200814	-
ENSG00000239003	-
ENSG00000138802	SEC24B
ENSG00000226125	-
ENSG00000249116	-
ENSG00000232194	-
ENSG00000223908	-
ENSG00000276978	-
ENSG00000249882	-
ENSG00000123505	AMD1
ENSG00000267518	-
ENSG00000231514	-
ENSG00000228704	-
ENSG00000211789	-
ENSG00000216819	-
ENSG00000260722	-
ENSG00000271468	-
ENSG00000151502	VPS26B
ENSG00000242314	-
ENSG00000255518	-
ENSG00000238426	-
ENSG00000241882	-
ENSG00000185668	POU3F1
ENSG00000180113	TDRD6
ENSG00000002549	LAP3
ENSG00000251072	-
ENSG00000267794	-
ENSG00000214643	DEFB133
ENSG00000148942	SLC5A12
ENSG00000170448	NFXL1
ENSG00000240772	-
ENSG00000226853	-
ENSG00000145423	SFRP2
ENSG00000227279	-
ENSG00000183762	KREMEN1
ENSG00000265873	-
ENSG00000255414	-
ENSG00000149187	CELF1
ENSG00000130538	OR11H1
ENSG00000272638	-
ENSG00000225480	-
ENSG00000144043	TEX261
ENSG00000273571	-
ENSG00000227688	-
ENSG00000236985	-
ENSG00000265366	-
ENSG00000260202	-
ENSG00000148399	DPH7
ENSG00000275852	-
ENSG00000279305	-
ENSG00000111110	PPM1H
ENSG00000242049	-
ENSG00000237752	-
ENSG00000274364	-
ENSG00000200997	-
ENSG00000238116	-
ENSG00000261095	-
ENSG00000259557	-
ENSG00000184895	SRY
ENSG00000249564	-
ENSG00000279284	-
ENSG00000251722	-
ENSG00000176714	CCDC121
ENSG00000183148	ANKRD20A2P
ENSG00000280429	-
ENSG00000012817	KDM5D
ENSG00000253149	-
ENSG00000271237	-
ENSG00000253140	-
ENSG00000104522	TSTA3
ENSG00000175221	MED16
ENSG00000115073	ACTR1B
ENSG00000272945	-
ENSG00000211460	TSN
ENSG00000253413	-
ENSG00000275647	-
ENSG00000226967	-
ENSG00000230384	-
ENSG00000259621	-
ENSG00000253367	-
ENSG00000183172	SMDT1
ENSG00000236241	-
ENSG00000281033	-
ENSG00000272478	-
ENSG00000229091	-
ENSG00000140262	TCF12
ENSG00000140740	UQCRC2
ENSG00000160570	DEDD2
ENSG00000276874	-
ENSG00000271400	-
ENSG00000248337	-
ENSG00000277636	-
ENSG00000237671	GAGE12C
ENSG00000200834	-
ENSG00000227941	-
ENSG00000229518	-
ENSG00000064763	FAR2
ENSG00000147166	ITGB1BP2
ENSG00000168496	FEN1
ENSG00000259273	-
ENSG00000099904	ZDHHC8
ENSG00000113319	RASGRF2
ENSG00000129646	QRICH2
ENSG00000277197	-
ENSG00000241525	-
ENSG00000255410	-
ENSG00000177679	SRRM3
ENSG00000239513	-
ENSG00000206677	-
ENSG00000259834	-
ENSG00000135074	ADAM19
ENSG00000234536	-
ENSG00000181523	SGSH
ENSG00000053254	FOXN3
ENSG00000207611	-
ENSG00000230783	-
ENSG00000213592	-
ENSG00000238621	-
ENSG00000229168	-
ENSG00000171105	INSR
ENSG00000238742	-
ENSG00000147130	ZMYM3
ENSG00000233270	-
ENSG00000229246	-
ENSG00000267506	-
ENSG00000277096	-
ENSG00000124006	OBSL1
ENSG00000184502	GAST
ENSG00000278955	-
ENSG00000176115	-
ENSG00000227867	-
ENSG00000176268	-
ENSG00000232814	-
ENSG00000221466	-
ENSG00000250543	-
ENSG00000251809	-
ENSG00000252050	-
ENSG00000276707	-
ENSG00000228714	-
ENSG00000182985	CADM1
ENSG00000123353	ORMDL2
ENSG00000281295	-
ENSG00000180172	-
ENSG00000265932	-
ENSG00000104626	ERI1
ENSG00000254558	-
ENSG00000255536	-
ENSG00000140264	SERF2
ENSG00000228877	-
ENSG00000235005	-
ENSG00000149761	NUDT22
ENSG00000257224	-
ENSG00000221094	-
ENSG00000267099	-
ENSG00000072501	SMC1A
ENSG00000167977	KCTD5
ENSG00000181135	ZNF707
ENSG00000207605	-
ENSG00000230793	-
ENSG00000140030	GPR65
ENSG00000221838	AP4M1
ENSG00000274899	-
ENSG00000219139	-
ENSG00000238161	-
ENSG00000169385	RNASE2
ENSG00000240524	-
ENSG00000279088	-
ENSG00000279789	-
ENSG00000241188	-
ENSG00000229368	-
ENSG00000177337	-
ENSG00000277299	-
ENSG00000240450	-
ENSG00000237202	-
ENSG00000108849	PPY
ENSG00000213822	CEACAM18
ENSG00000271428	-
ENSG00000279694	-
ENSG00000177406	-
ENSG00000259547	-
ENSG00000075239	ACAT1
ENSG00000253573	-
ENSG00000277652	-
ENSG00000237238	-
ENSG00000179988	PSTK
ENSG00000115239	ASB3
ENSG00000250272	-
ENSG00000279185	-
ENSG00000231419	-
ENSG00000160233	LRRC3
ENSG00000119927	GPAM
ENSG00000162735	PEX19
ENSG00000177294	FBXO39
ENSG00000102109	PCSK1N
ENSG00000207943	-
ENSG00000186466	-
ENSG00000250942	-
ENSG00000253369	-
ENSG00000252053	-
ENSG00000207691	-
ENSG00000259051	-
ENSG00000204814	-
ENSG00000243338	-
ENSG00000122068	FYTTD1
ENSG00000222236	-
ENSG00000258557	-
ENSG00000223039	-
ENSG00000143256	PFDN2
ENSG00000224869	-
ENSG00000260105	-
ENSG00000238560	-
ENSG00000160145	KALRN
ENSG00000150712	MTMR12
ENSG00000224814	-
ENSG00000267789	-
ENSG00000251642	-
ENSG00000114646	CSPG5
ENSG00000124091	GCNT7
ENSG00000265217	-
ENSG00000197857	ZNF44
ENSG00000252772	-
ENSG00000223875	-
ENSG00000276326	-
ENSG00000242222	-
ENSG00000222244	-
ENSG00000277766	-
ENSG00000188039	NWD1
ENSG00000253767	PCDHGA8
ENSG00000143363	PRUNE1
ENSG00000168710	AHCYL1
ENSG00000276853	-
ENSG00000147896	IFNK
ENSG00000255318	-
ENSG00000221135	-
ENSG00000253626	EIF5AL1
ENSG00000201264	-
ENSG00000258854	-
ENSG00000213131	-
ENSG00000207776	-
ENSG00000223416	-
ENSG00000175841	-
ENSG00000255851	-
ENSG00000239945	-
ENSG00000109016	DHRS7B
ENSG00000277534	-
ENSG00000235085	-
ENSG00000104848	KCNA7
ENSG00000281381	-
ENSG00000213280	-
ENSG00000240386	LCE1F
ENSG00000180917	CMTR2
ENSG00000272788	-
ENSG00000124198	ARFGEF2
ENSG00000134709	HOOK1
ENSG00000113578	FGF1
ENSG00000182853	VMO1
ENSG00000169688	MT1B
ENSG00000229002	-
ENSG00000114120	SLC25A36
ENSG00000177984	LCN15
ENSG00000215537	-
ENSG00000105993	DNAJB6
ENSG00000263412	-
ENSG00000186579	DEFB106A
ENSG00000196187	TMEM63A
ENSG00000233681	-
ENSG00000253557	-
ENSG00000207088	-
ENSG00000253522	-
ENSG00000178685	PARP10
ENSG00000153207	AHCTF1
ENSG00000281106	TMEM272
ENSG00000197619	ZNF615
ENSG00000204435	CSNK2B
ENSG00000210144	-
ENSG00000254346	-
ENSG00000266076	-
ENSG00000252445	-
ENSG00000227300	-
ENSG00000232056	-
ENSG00000281408	-
ENSG00000123374	CDK2
ENSG00000261648	-
ENSG00000136943	CTSV
ENSG00000250627	-
ENSG00000271075	-
ENSG00000270347	-
ENSG00000264901	-
ENSG00000236712	-
ENSG00000226179	-
ENSG00000214534	ZNF705E
ENSG00000259418	-
ENSG00000186480	INSIG1
ENSG00000256708	-
ENSG00000128923	MINDY2
ENSG00000215043	-
ENSG00000256188	TAS2R30
ENSG00000228259	-
ENSG00000122824	NUDT10
ENSG00000233406	-
ENSG00000233228	-
ENSG00000215168	-
ENSG00000165795	NDRG2
ENSG00000086102	NFX1
ENSG00000249491	-
ENSG00000253181	-
ENSG00000211879	-
ENSG00000183654	MARCHF11
ENSG00000234860	-
ENSG00000241007	-
ENSG00000169994	MYO7B
ENSG00000234758	-
ENSG00000231449	-
ENSG00000010539	ZNF200
ENSG00000230654	-
ENSG00000223772	-
ENSG00000221384	-
ENSG00000169877	AHSP
ENSG00000264618	-
ENSG00000224760	-
ENSG00000200761	-
ENSG00000261198	-
ENSG00000265486	-
ENSG00000154582	ELOC
ENSG00000279927	-
ENSG00000252301	-
ENSG00000263963	-
ENSG00000186190	BPIFB3
ENSG00000182504	CEP97
ENSG00000222790	-
ENSG00000181938	GINS3
ENSG00000199687	-
ENSG00000237977	-
ENSG00000138346	DNA2
ENSG00000177047	IFNW1
ENSG00000264390	-
ENSG00000271415	-
ENSG00000141378	PTRH2
ENSG00000179299	NSUN7
ENSG00000280656	-
ENSG00000221890	NPTXR
ENSG00000236724	-
ENSG00000235238	-
ENSG00000135002	RFK
ENSG00000281713	-
ENSG00000206737	-
ENSG00000259422	-
ENSG00000258969	-
ENSG00000232023	-
ENSG00000224988	-
ENSG00000144366	GULP1
ENSG00000029153	ARNTL2
ENSG00000227437	-
ENSG00000273988	-
ENSG00000107611	CUBN
ENSG00000252534	-
ENSG00000182687	GALR2
ENSG00000260422	-
ENSG00000232290	-
ENSG00000198738	-
ENSG00000199796	-
ENSG00000182896	TMEM95
ENSG00000182774	RPS17
ENSG00000222677	-
ENSG00000166557	TMED3
ENSG00000201325	-
ENSG00000202268	-
ENSG00000258779	-
ENSG00000279541	-
ENSG00000180714	-
ENSG00000272277	-
ENSG00000227427	-
ENSG00000266979	-
ENSG00000273976	GOLGA6L1
ENSG00000118096	IFT46
ENSG00000238186	-
ENSG00000244391	-
ENSG00000230860	-
ENSG00000269199	-
ENSG00000101438	SLC32A1
ENSG00000179295	PTPN11
ENSG00000257826	-
ENSG00000276117	-
ENSG00000239527	-
ENSG00000182315	MBD3L3
ENSG00000188771	PLET1
ENSG00000258563	-
ENSG00000242699	-
ENSG00000268743	-
ENSG00000228338	-
ENSG00000256982	-
ENSG00000087903	RFX2
ENSG00000197993	KEL
ENSG00000169241	SLC50A1
ENSG00000271502	-
ENSG00000120526	NUDCD1
ENSG00000237464	-
ENSG00000062485	CS
ENSG00000177551	NHLH2
ENSG00000277930	-
ENSG00000239216	-
ENSG00000234648	-
ENSG00000173662	TAS1R1
ENSG00000164631	ZNF12
ENSG00000254674	-
ENSG00000204909	SPINK9
ENSG00000198961	PJA2
ENSG00000187676	B3GLCT
ENSG00000183668	PSG9
ENSG00000215583	-
ENSG00000274718	-
ENSG00000223890	-
ENSG00000266993	-
ENSG00000113456	RAD1
ENSG00000266965	-
ENSG00000260476	-
ENSG00000163687	DNASE1L3
ENSG00000015568	RGPD5
ENSG00000251599	-
ENSG00000200436	-
ENSG00000165478	HEPACAM
ENSG00000206195	-
ENSG00000251886	-
ENSG00000274809	-
ENSG00000248449	-
ENSG00000137266	SLC22A23
ENSG00000255343	-
ENSG00000114648	KLHL18
ENSG00000237751	-
ENSG00000280987	MATR3
ENSG00000198868	-
ENSG00000132164	SLC6A11
ENSG00000264616	-
ENSG00000199032	-
ENSG00000176853	FAM91A1
ENSG00000260756	-
ENSG00000259357	-
ENSG00000173660	UQCRH
ENSG00000234426	-
ENSG00000270038	-
ENSG00000279658	-
ENSG00000168883	USP39
ENSG00000163239	TDRD10
ENSG00000100450	GZMH
ENSG00000198019	FCGR1B
ENSG00000256904	-
ENSG00000265398	-
ENSG00000152056	AP1S3
ENSG00000007933	FMO3
ENSG00000226521	-
ENSG00000235236	-
ENSG00000222586	-
ENSG00000117480	FAAH
ENSG00000255669	-
ENSG00000200648	-
ENSG00000100023	PPIL2
ENSG00000232811	-
ENSG00000255693	-
ENSG00000271088	-
ENSG00000223478	-
ENSG00000121417	ZNF211
ENSG00000272657	-
ENSG00000201016	-
ENSG00000280503	-
ENSG00000212553	-
ENSG00000114744	COMMD2
ENSG00000252029	-
ENSG00000259274	-
ENSG00000140067	FAM181A
ENSG00000198951	NAGA
ENSG00000202434	-
ENSG00000168491	CCDC110
ENSG00000176619	LMNB2
ENSG00000280152	-
ENSG00000247416	-
ENSG00000263653	-
ENSG00000248568	-
ENSG00000177699	-
ENSG00000255734	-
ENSG00000251856	-
ENSG00000253169	-
ENSG00000269552	-
ENSG00000149527	PLCH2
ENSG00000138175	ARL3
ENSG00000267089	-
ENSG00000224031	-
ENSG00000272660	-
ENSG00000147655	RSPO2
ENSG00000259747	-
ENSG00000249363	-
ENSG00000279068	-
ENSG00000279343	-
ENSG00000225487	-
ENSG00000257167	-
ENSG00000249593	-
ENSG00000241014	-
ENSG00000267114	-
ENSG00000251773	-
ENSG00000156502	SUPV3L1
ENSG00000099364	FBXL19
ENSG00000281902	-
ENSG00000255858	-
ENSG00000259997	-
ENSG00000244066	-
ENSG00000230578	-
ENSG00000243697	-
ENSG00000159496	RGL4
ENSG00000168038	ULK4
ENSG00000230921	-
ENSG00000225497	-
ENSG00000261426	-
ENSG00000164879	CA3
ENSG00000280481	-
ENSG00000225980	-
ENSG00000270521	-
ENSG00000172000	ZNF556
ENSG00000253171	-
ENSG00000278483	-
ENSG00000178171	AMER3
ENSG00000276598	-
ENSG00000269177	-
ENSG00000221316	-
ENSG00000234682	-
ENSG00000259082	-
ENSG00000204880	KRTAP4-8
ENSG00000249961	TERB1
ENSG00000279190	-
ENSG00000221258	-
ENSG00000273790	-
ENSG00000170091	NSG2
ENSG00000280995	-
ENSG00000201547	-
ENSG00000158955	WNT9B
ENSG00000174886	NDUFA11
ENSG00000242337	-
ENSG00000188120	DAZ1
ENSG00000091428	RAPGEF4
ENSG00000234229	-
ENSG00000211931	-
ENSG00000186326	RGS9BP
ENSG00000250829	-
ENSG00000217809	-
ENSG00000223591	CENPVL1
ENSG00000265888	-
ENSG00000280438	-
ENSG00000215221	-
ENSG00000260773	-
ENSG00000280989	-
ENSG00000005073	HOXA11
ENSG00000255478	-
ENSG00000156261	CCT8
ENSG00000130032	PRRG3
ENSG00000225643	-
ENSG00000269997	-
ENSG00000174306	ZHX3
ENSG00000237441	RGL2
ENSG00000116001	TIA1
ENSG00000280583	-
ENSG00000176153	GPX2
ENSG00000265386	-
ENSG00000231057	-
ENSG00000243853	-
ENSG00000239396	-
ENSG00000250271	-
ENSG00000236564	-
ENSG00000269987	-
ENSG00000111707	SUDS3
ENSG00000109390	NDUFC1
ENSG00000274963	-
ENSG00000267059	-
ENSG00000230916	-
